Unnamed: 0,utteranceID,Group_x,Start_x,End_x,CPS_CONST_SharesU_Situation,CPS_CONST_SharesU_CorrectSolutions,CPS_CONST_SharesU_IncorrectSolutions,CPS_CONST_EstablishesCG_Confirms,CPS_CONST_EstablishesCG_Interrupts,CPS_NEG_Responds_Reasons,CPS_NEG_Responds_QuestionsOthers,CPS_NEG_Responds_Responds,CPS_NEG_MonitorsE_Results,CPS_NEG_MonitorsE_Strategizes,CPS_NEG_MonitorsE_Save,CPS_NEG_MonitorsE_GivingUp,CPS_MAINTAIN_Initiative_Suggestions,CPS_MAINTAIN_Initiative_Compliments,CPS_MAINTAIN_Initiative_Criticizes,CPS_MAINTAIN_FulfillsR_Support,CPS_MAINTAIN_FulfillsR_Apologizes,CPS_MAINTAIN_FulfillsR_InitiatesOffTopic,CPS_MAINTAIN_FulfillsR_JoinsOffTopic,Utterance,Start_y,End_y,Group_y,Participant,Transcript,CSK_binary,NC_binary,MTF_binary,strata,original_index
1948,Group_08_209,Group_08,776.61,780.78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,776.61,780.78,8,2,And red right yellow green,1,0,0,100,1948
1224,Group_06_164,Group_06,669.24,671.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,669.24,671.22,6,2,Fifty thirty eighty,1,0,0,100,1224
2247,Group_10_82,Group_10,307.81,312.48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,307.81,312.48,10,1,So this was thirty right Thirty this was twenty and these are tens,1,0,0,100,2247
1889,Group_08_150,Group_08,495.63,498.54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,495.63,498.54,8,2,Or let's all like do what he's doing,1,0,0,100,1889
776,Group_04_94,Group_04,423.94,424.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,423.94,424.5,4,3,Is it though ,1,0,0,100,776
1076,Group_06_16,Group_06,97.44,99.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,97.44,99.78,6,2,This is a sensitive scale,1,0,0,100,1076
2276,Group_10_111,Group_10,391.12,396.25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,391.12,396.25,10,3,Green is twenty I mean we're we're right right I mean we're exactly right,1,0,0,100,2276
815,Group_04_133,Group_04,570.24,577.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,570.24,577.5,4,3,Right my math is right right because thirty plus fifty is then eighty yeah,1,0,0,100,815
635,Group_03_235,Group_03,1254.51,1268.76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,1254.51,1268.76,3,2,So it must be a set so we should be able to make every possible weight here with these blocks they have one fifty two,1,0,0,100,635
816,Group_04_134,Group_04,577.59,580.58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,577.59,580.58,4,3,Like ok that would be this and this right like,1,0,0,100,816
1773,Group_08_34,Group_08,100.45,106.77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,100.45,106.77,8,3,Green is twenty ok green is twenty thirty yeah,1,0,0,100,1773
543,Group_03_143,Group_03,771.17,777.81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,771.17,777.81,3,1,I feel like there's gotta be a clever way like an answer I don't know what it is,1,0,0,100,543
898,Group_05_42,Group_05,156.5,157.58,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,156.5,157.58,5,2,Which one is heavier,1,0,0,100,898
1862,Group_08_123,Group_08,399.92,405.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,399.92,405.01,8,3,Ok so it might have to do with the numbers and stuff but,1,0,0,100,1862
428,Group_03_28,Group_03,168.99,171.72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,168.99,171.72,3,1,Um I'm going to see if there's a lighter one,1,0,0,100,428
1779,Group_08_40,Group_08,128.94,131.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,128.94,131.25,8,2,So let's try this one too,1,0,0,100,1779
2281,Group_10_116,Group_10,407.84,417.67,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,407.84,417.67,10,3,Indicate the weight of the mystery block Whoa Where is the blue guy,1,0,0,100,2281
482,Group_03_82,Group_03,444.78,445.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,444.78,445.75,3,1,Try what then,1,0,0,100,482
17,Group_01_17,Group_01,62.58,65.18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,62.58,65.18,1,1,Use the scale to determine the weights ok cool,1,0,0,100,17
2305,Group_10_140,Group_10,478.68,479.85,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,478.68,479.85,10,3,This is hard to say,1,0,0,100,2305
340,Group_02_121,Group_02,555.15,557.19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,555.15,557.19,2,1,Is it wrong,1,0,0,100,340
733,Group_04_51,Group_04,177.87,182.61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,177.87,182.61,4,3,Alright we all happy with that we happy with these solutions,1,0,0,100,733
291,Group_02_72,Group_02,332.49,334.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,332.49,334.47,2,3,Are we supposed to write on the worksheet,1,0,0,100,291
318,Group_02_99,Group_02,478.01,480.78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,478.01,480.78,2,2,Yeah we got the two tens,1,0,0,100,318
1177,Group_06_117,Group_06,504.51,508.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,504.51,508.32,6,3,We've only got two choices above oh we have three choices above,1,0,0,100,1177
156,Group_01_156,Group_01,511.32,514.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,511.32,514.47,1,1,Perceptions of uh,1,0,0,100,156
702,Group_04_20,Group_04,91.67,95.35,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,91.67,95.35,4,2,Is it ten and this was equal to this one,1,0,0,100,702
444,Group_03_44,Group_03,264.21,266.16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,264.21,266.16,3,3,Green is twenty right,1,0,0,100,444
389,Group_02_170,Group_02,763.77,765.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,763.77,765.75,2,3,Least heavy to most heavy or,1,0,0,100,389
2295,Group_10_130,Group_10,449.5,449.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,449.5,449.75,10,3,Really,1,0,0,100,2295
388,Group_02_169,Group_02,760.68,763.32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,760.68,763.32,2,3,In order to like,1,0,0,100,388
1345,Group_07_84,Group_07,281.33,282.84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,281.33,282.84,7,2,Thirty plus thirty plus  ,1,0,0,100,1345
1118,Group_06_58,Group_06,223.5,226.56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,223.5,226.56,6,1,Big blue was forty,1,0,0,100,1118
1029,Group_05_173,Group_05,715.34,718.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,715.34,718.32,5,3,The factory that creates the wooden blocks did not send us the second mystery block,1,0,0,100,1029
1905,Group_08_166,Group_08,592.59,594.57,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,592.59,594.57,8,3,Makeshift our own sort of like,1,0,0,100,1905
2286,Group_10_121,Group_10,422.0,427.84,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,422.0,427.84,10,2,Two attempts okay Wait this one is what again fifty This is this is,1,0,0,100,2286
1813,Group_08_74,Group_08,232.47,234.45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,232.47,234.45,8,1,I just added one gram,1,0,0,100,1813
2148,Group_09_97,Group_09,464.04,466.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,464.04,466.67,9,3,One thirty,1,0,0,100,2148
1008,Group_05_152,Group_05,580.02,583.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,580.02,583.5,5,1,It was not quite correct no alright alright,1,0,0,100,1008
58,Group_01_58,Group_01,185.33,187.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,185.33,187.83,1,3,We can replace one of these with the twenty to get,1,0,0,100,58
2291,Group_10_126,Group_10,433.32,443.42,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,433.32,443.42,10,2,Can we form something on one side like this place the other one So okay yeah,1,0,0,100,2291
2374,Group_10_209,Group_10,747.5,749.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,747.5,749.5,10,2,Eighty there you go Yeah,1,0,0,100,2374
38,Group_01_38,Group_01,114.87,120.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,114.87,120.33,1,1,Lets try this one oh gee louise this one,1,0,0,100,38
2006,Group_08_267,Group_08,972.42,977.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,972.42,977.75,8,1,Yeah that's what I think yeah that is how they are getting you incrementing,1,0,0,100,2006
502,Group_03_102,Group_03,570.91,574.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,102,570.91,574.89,3,3,I think it is between ninety to a hundred,0,0,1,001,502
1256,Group_06_196,Group_06,784.68,786.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,196,784.68,786.66,6,2,Given the clue,0,0,1,001,1256
1725,Group_07_464,Group_07,1990.59,1992.09,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,464,1990.59,1992.09,7,3,If anybody else wants to type,0,0,1,001,1725
1425,Group_07_164,Group_07,611.32,613.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,164,611.32,613.92,7,3,Okay so like we can discuss it amongst ourselves,0,0,1,001,1425
2109,Group_09_58,Group_09,314.34,318.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,58,314.34,318.24,9,3,One twenty it's higher than one twenty at least so maybe,0,0,1,001,2109
2012,Group_08_273,Group_08,996.75,999.01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,273,996.75,999.01,8,1,If you have any idea you can say it actually,0,0,1,001,2012
1045,Group_05_189,Group_05,805.5,806.09,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,189,805.5,806.09,5,1,Yeah that sounds right,0,0,1,001,1045
1759,Group_08_20,Group_08,60.3,73.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,60.3,73.95,8,2,Let's try both the green ones now I mean both the big ones yeah,0,0,1,001,1759
2167,Group_10_2,Group_10,7.37,7.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,7.37,7.65,10,3,Sorry,0,0,1,001,2167
1436,Group_07_175,Group_07,679.11,683.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,175,679.11,683.56,7,2,Maybe um picking like this might also help,0,0,1,001,1436
879,Group_05_23,Group_05,85.25,86.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,85.25,86.12,5,1,So we could put that there,0,0,1,001,879
1819,Group_08_80,Group_08,248.55,251.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80,248.55,251.25,8,2,Where should we put it then in forty,0,0,1,001,1819
2001,Group_08_262,Group_08,956.82,963.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,262,956.82,963.93,8,1,My estimate was like we have two tens when we add two tens we get a twenty when you get twenty plus ten we get a thirty,0,0,1,001,2001
1056,Group_05_200,Group_05,900.75,901.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,200,900.75,901.75,5,1,Sure put that in,0,0,1,001,1056
1681,Group_07_420,Group_07,1767.41,1773.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,420,1767.41,1773.0,7,3,Okay okay uh you can put them down So we have like this is twenty,0,0,1,001,1681
1153,Group_06_93,Group_06,406.41,412.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,93,406.41,412.14,6,2,But let's let him do hands and then we'll we'll play with that but I'm thinking,0,0,1,001,1153
1679,Group_07_418,Group_07,1758.1,1760.37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,418,1758.1,1760.37,7,3,Okay how about now,0,0,1,001,1679
677,Group_03_277,Group_03,1433.22,1435.08,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,277,1433.22,1435.08,3,3,Oh what should I index,0,0,1,001,677
1737,Group_07_476,Group_07,2064.17,2064.67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,476,2064.17,2064.67,7,1,Hey,0,0,1,001,1737
2018,Group_08_279,Group_08,1047.15,1049.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,279,1047.15,1049.73,8,3,Each block is the sum of the heaviest two,0,0,1,001,2018
550,Group_03_150,Group_03,809.31,813.42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,150,809.31,813.42,3,3,Wow,0,0,1,001,550
798,Group_04_116,Group_04,504.48,506.46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,116,504.48,506.46,4,2,That's where I thought was pretty good,0,0,1,001,798
1616,Group_07_355,Group_07,1462.68,1466.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,355,1462.68,1466.13,7,2,Sort of can you put down the right side and pick it up again,0,0,1,001,1616
76,Group_01_76,Group_01,251.88,258.72,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,76,251.88,258.72,1,1,So thirty this is also forty right so this if forty yeah,1,1,0,110,76
918,Group_05_62,Group_05,218.73,226.08,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,62,218.73,226.08,5,2,And this is thirty right and this is ten so that would be forty so it's more than forty and less than sixty so it's gotta be fifty,1,1,0,110,918
1323,Group_07_62,Group_07,227.54,229.59,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,62,227.54,229.59,7,2,Fifty and the purple is,1,1,0,110,1323
1747,Group_08_8,Group_08,25.74,29.31,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,25.74,29.31,8,3,Cause yeah,1,1,0,110,1747
2383,Group_10_218,Group_10,784.03,795.67,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,218,784.03,795.67,10,2,Eight That's the first one So eight plus five Thirteen Yeah there is one thirty Eight plus five,1,1,0,110,2383
1228,Group_06_168,Group_06,687.67,693.21,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,168,687.67,693.21,6,3,Cause it's definitely not one fifty anyways so we might as well just,1,1,0,110,1228
724,Group_04_42,Group_04,160.63,161.79,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42,160.63,161.79,4,2,Not fifty,1,1,0,110,724
1119,Group_06_59,Group_06,239.41,243.39,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59,239.41,243.39,6,2,I would say yellow is like forty five but we could say fifty since we're,1,1,0,110,1119
2107,Group_09_56,Group_09,298.56,306.24,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56,298.56,306.24,9,1,Yeah I feel like oh we got all the way up to like one forty ok just kidding I thought it was just up to seventy I was like we'll just go with our maximum,1,1,0,110,2107
2200,Group_10_35,Group_10,119.75,128.25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,119.75,128.25,10,3,Alright Well now let's do these two I can already tell this one's heavier yeah,1,1,0,110,2200
612,Group_03_212,Group_03,1133.08,1135.47,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,212,1133.08,1135.47,3,1,Yeah it's too balanced,1,1,0,110,612
164,Group_01_164,Group_01,546.21,554.52,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,164,546.21,554.52,1,1,This or this cause we can't even make these weights so it could be above them I know but like if we are thinking it's so close to a hundred,1,1,0,110,164
2271,Group_10_106,Group_10,374.0,383.09,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,106,374.0,383.09,10,2,No no no no So like they gave the weight of this one they gave the weight of the red one so that's why they didn't include this one they already gave us yeah,1,1,0,110,2271
265,Group_02_46,Group_02,220.25,221.25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46,220.25,221.25,2,2,Yeah,1,1,0,110,265
288,Group_02_69,Group_02,303.75,309.48,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,69,303.75,309.48,2,2,This would be blue this would be purple yeah I thought they were both blue until,1,1,0,110,288
456,Group_03_56,Group_03,309.08,310.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,56,309.08,310.8,3,3,Purple is thirty,1,1,0,110,456
2076,Group_09_25,Group_09,131.58,132.83,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,131.58,132.83,9,3,That was twenty ten yep,1,1,0,110,2076
907,Group_05_51,Group_05,175.5,181.24,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51,175.5,181.24,5,1,What if I do this ok so less than forty likely thirty ok,1,1,0,110,907
1570,Group_07_309,Group_07,1277.0,1279.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,309,1277.0,1279.0,7,3,How about try doing it now,1,0,1,101,1570
1169,Group_06_109,Group_06,474.99,481.42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,109,474.99,481.42,6,1,Purple and then let's put green and a ten,1,0,1,101,1169
2393,Group_10_228,Group_10,816.17,819.15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,228,816.17,819.15,10,2,Yeah One thirty that's it,1,0,1,101,2393
603,Group_03_203,Group_03,1076.25,1079.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,203,1076.25,1079.75,3,3,Yeah it's maybe let's try it with the smaller one then,1,0,1,101,603
2180,Group_10_15,Group_10,66.58,70.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,66.58,70.0,10,2,Let's put two yeah Red one as well,1,0,1,101,2180
2213,Group_10_48,Group_10,161.42,163.39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,48,161.42,163.39,10,2,Just a second just a sec,1,0,1,101,2213
1576,Group_07_315,Group_07,1293.27,1300.84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,315,1293.27,1300.84,7,2,You should be holding this We definitely know that it's,1,0,1,101,1576
1193,Group_06_133,Group_06,558.75,553.77,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,133,548.75,553.77,6,3,Here if anybody wants to yeah it's heavy,1,0,1,101,1193
1505,Group_07_244,Group_07,995.5,997.54,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,244,995.5,997.54,7,2,It could be the same can you try it now or,0,1,1,011,1505
840,Group_04_158,Group_04,676.68,679.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,158,676.68,679.25,4,1,I said one thirty I feel like we can't overthink it,0,1,1,011,840
469,Group_03_69,Group_03,371.49,378.24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,69,371.49,378.24,3,1,So if you put the purple and just to verify that all of our weights are correct,0,1,1,011,469
1927,Group_08_188,Group_08,682.08,685.11,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,188,682.08,685.11,8,3,I think that might be it should we do it again just to be sure,1,1,1,111,1927
2342,Group_10_177,Group_10,614.67,616.41,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,177,614.67,616.41,10,3,Well If we're going to put a hundred and ten What No that's what I said this is alone it's it's hundred but what do you want to do first I think we should go with a hundred and ten first Then if y'all agree we can go with a hundred next right,1,1,1,111,2342
